file_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,target domain,source domain,target modality,source modality
image_155.jpg,3(anger),1(slightly),4(offensive),3(very),1,complementary,Trump rally,sheep,text,image
image_156.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,lion;sheep,human;human,text,image
image_157.jpg,7(surprise),2(moderately),4(offensive),1(slightly),1,complementary,Apple;Apple Fans;phone,man;man;box,text,image
image_158.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,me;deadlines;sleep;responsibilities,man;man;man;man,text,image
image_159.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,fish,you,image,text
image_16.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,bread,dog,text,image
image_160.jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,you,orange,text,image
image_161.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,internet,pit,text,image
image_162.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,you;bread,dog;dog,text,image
image_163.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,life;me;memes,motorbike;man;water,text,image
image_164.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,gift,honesty,text,text
image_165.jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,image dominant,man,bulb,image,image
image_166.jpg,4(sorrow),1(slightly),4(offensive),1(slightly),1,complementary,camera,people,image,text
image_167.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,balance?beam,life,complementary,text
image_168.jpg,1(happiness),2(moderately),4(offensive),1(slightly),1,text dominant,infinity,8,text,text
image_169.jpg,6(hate),2(moderately),4(offensive),1(slightly),1,text dominant,transmitted disease,life,text,text
image_17.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,me;monday morning,dog;frisbee,text,image
image_170.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,me,truck,text,image
image_171.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,you,cat,text,image
image_172.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,Family Backlogs job;Dreams;Me,log;tire;man,text,image
image_173.jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,instagram;real life,cat;cat,text,image
image_174.jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,offence,green life,text,image
image_175.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,anesthesia,alcohol,text,text
image_176.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,highway,life,text,text
image_177.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,love;life,bacon;bacon,text,text
image_178.jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,text dominant,rainbow,life,text,text
image_179.jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),1,complementary,you,dog,text,image
image_18.jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,sprite,dog,text,image
image_180.jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,me;coronavirus,man;man,text,image
image_181.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,everyone;mask;hand washing,man;woman;woman,text,image
image_182.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,cure,man,text,image
image_183.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,wedding dress,roll paper,complementary,image
image_184.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,taking a class;Covid-19;me,dextroversion;vertical;car,text,image
image_185.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,lion,cat,complementary,image
image_186.jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,lion,dandelion,complementary,image
image_187.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,Cheese;Me;Mousetrap,stick;tiger;man,text,image
image_188.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,parents,lions,text,image
image_189.jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,text dominant,war,internet argument,text,text
image_19.jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,chocolate chips;cookie,dogs;life,text,text
image_190.jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,armistice,peace,text,text
image_191.jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,complementary,me;germs,Spider-Man;monster,text,image
image_192.jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,USA;Japan,lion;monkey,text,image
image_193.jpg,2(love),2(moderately),4(offensive),2(moderately),1,complementary,Android;iPhone,turtle;Teenage Mutant Ninja Turtles,text,image
image_194.jpg,6(hate),1(slightly),4(offensive),3(very),1,complementary,making memes;being worried;AMERICA,dextroversion;vertical;car,text,image
image_195.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,CORONA;KAREN with her essential oils,man;man,text,image
image_196.jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,complementary,Android,mosaic,text,image
image_197.jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,door,love,text,text
image_198.jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,image dominant,human,sun and cloud,image,image
image_199.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,me;kid;poop,man;man;fire,image,text
image_2.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,bread,cat,image,image
image_20.jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,panda,dog,text,image
image_200.jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,image dominant,Leonardo DiCaprio,kid,image,image
image_201.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,me,man,text,image
image_202.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,my kid;Buttered noodles;other dinner option,man;woman;woman,text,image
image_203.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,door,heart,complementary,text
image_204.jpg,1(happiness),2(moderately),4(offensive),0(non-offensive),1,text dominant,illusion,seduction,text,text
image_205.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,door,heart,complementary,text
image_206.jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,computer mouse,unversal charger,text,image
image_207.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,clothes;bed;chair,Spongebob;monster;monster,text,image
image_208.jpg,6(hate),2(moderately),2(expressive),0(non-offensive),1,complementary,me;mom,Squidward Tentacles;Spongebob squarepants,text,image
image_209.jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,complementary,me;Spongebob meme format;internet,Spongebob squarepants;food;arm,text,image
image_21.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,image dominant,taco,dog,image,image
image_210.jpg,6(hate),2(moderately),2(expressive),0(non-offensive),1,complementary,Youtubers;lawyers,Spongebob squarepants;dog,text,image
image_211.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,friend,anxiety,text,text
image_212.jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),1,complementary,family;me;random lotr trivia,Gollum;Gandalf;ball,text,image
image_213.jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,complementary,me;friends,man;woman,text,image
image_214.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,movie,book,complementary,complementary
image_215.jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,image dominant,bat,Spongebob squarepants,image,image
image_216.jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,image dominant,human,orange,image,image
image_217.jpg,2(love),1(slightly),4(offensive),2(moderately),1,complementary,me;movie;subtitles,man;woman;bust,text,image
image_218.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,22;COVID-19,girl;tree,text,image
image_219.jpg,4(sorrow),1(slightly),4(offensive),2(moderately),1,complementary,book;movie,hamburger;hamburger,text,image
image_22.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,sauce pot,dog,complementary,image
image_220.jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,you,tomato,text,image
image_221.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,image dominant,bird,man,image,image
image_222.jpg,5(fear),3(very),2(expressive),0(non-offensive),1,complementary,Character's wife;Nolan,man;storm,text,image
image_223.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,Michael Bay;movies,pill;coca,text,image
image_224.jpg,1(happiness),3(very),3(entertaining),0(non-offensive),1,complementary,flower,dog,complementary,image
image_225.jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,flower,cow,complementary,image
image_226.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,flower,dog,complementary,image
image_227.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,flower,dog,complementary,image
image_228.jpg,1(happiness),1(slightly),2(expressive),1(slightly),1,complementary,male,flower,text,complementary
image_229.jpg,6(hate),2(moderately),1(interactive),0(non-offensive),1,complementary,flower,barricade,text,image
image_23.jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,coke,dog,text,image
image_230.jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,flower,dog,text,image
image_231.jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,language,kindness,text,text
image_232.jpg,2(love),3(very),2(expressive),0(non-offensive),1,complementary,you,sunflower,text,image
image_233.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,ghost,dog,text,image
image_234.jpg,3(anger),1(slightly),3(entertaining),1(slightly),1,complementary,flower,dog,text,image
image_235.jpg,7(surprise),1(slightly),4(offensive),1(slightly),1,image dominant,mustache,flower,image,image
image_236.jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,image dominant,cigarette,plant,image,image
image_237.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,flower,dog,text,image
image_238.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,image dominant,skull,flower,complementary,image
image_239.jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,soul,flower,text,text
image_24.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,bread;dog,dog;bread,complementary,complementary
image_240.jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,complementary,me;sweat,man;train,text,image
image_241.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,me,Spongebob squarepants,text,image
image_242.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,flower,hat,complementary,complementary
image_243.jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,flower,life,text,text
image_244.jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),1,complementary,Edelgard;Crimson flower route,arm;arm,text,image
image_245.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,image dominant,human,flower,image,image
image_246.jpg,3(anger),3(very),4(offensive),3(very),1,complementary,flower,wolf,text,image
image_247.jpg,2(love),1(slightly),5(other),0(non-offensive),1,text dominant,wish,weed,text,complementary
image_248.jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,complementary,wish,flower,text,complementary
image_249.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,you,man,text,image
image_25.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,egg,dog,text,image
image_250.jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,image dominant,frog,Donald Trump,image,image
image_251.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,image dominant,frog,cat,image,image
image_252.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,love;hate,way;way,text,image
image_253.jpg,4(sorrow),1(slightly),4(offensive),2(moderately),1,image dominant,Donald Trump,frog,image,image
image_254.jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,image dominant,frog,Donald Trump,image,image
image_255.jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,image dominant,Donald Trump,frog,image,image
image_256.jpg,6(hate),2(moderately),4(offensive),3(very),1,complementary,hilter,fish,text,image
image_257.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,fish,cat,complementary,image
image_258.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,wishes,fishes,text,complementary
image_259.jpg,5(fear),3(very),4(offensive),2(moderately),1,complementary,climate change;economic crisis;COVID-19,shark;shark;shark,text,image
image_26.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,bacon seeds,pig,text,image
image_260.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,responsibilities;me,fish;cat,text,image
image_261.jpg,5(fear),3(very),3(entertaining),0(non-offensive),1,complementary,fish;gravel vag,man;storm,text,image
image_262.jpg,6(hate),3(very),4(offensive),2(moderately),1,complementary,granny,apple,text,image
image_263.jpg,4(sorrow),1(slightly),4(offensive),2(moderately),1,image dominant,Donald Trump,peach,image,image
image_264.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,i,pear,text,image
image_265.jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,image dominant,human,strawberry,image,image
image_266.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,image dominant,human,orange,image,image
image_267.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,image dominant,human,pear,image,image
image_268.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,treasure,apple,text,text
image_269.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,image dominant,human,watermelon,image,image
image_27.jpg,5(fear),3(very),2(expressive),1(slightly),1,complementary,pig,you,image,text
image_270.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,food,cat,complementary,image
image_271.jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,image dominant,human,apple,image,image
image_272.jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,image dominant,monkey,orange,image,image
image_273.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,image dominant,human,orange,image,image
image_274.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,image dominant,pear,cat,image,image
image_275.jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,image dominant,human,orange,image,image
image_276.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,image dominant,mango,cat,image,image
image_277.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,image dominant,human,watermelon,image,image
image_278.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,image dominant,hand,strawberry,image,image
image_279.jpg,1(happiness),1(slightly),5(other),0(non-offensive),1,image dominant,plane,apple,image,image
image_28.jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,complementary,tiger,pig,complementary,complementary
image_280.jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,image dominant,banana,dog,image,image
image_281.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,image dominant,human,orange,image,image
image_282.jpg,5(fear),3(very),1(interactive),0(non-offensive),1,complementary,apples;doctors,shark;woman,text,image
image_283.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,image dominant,watermelon,cat,image,image
image_284.jpg,1(happiness),2(moderately),4(offensive),1(slightly),1,image dominant,human,vegetables,image,image
image_285.jpg,1(happiness),3(very),4(offensive),1(slightly),1,image dominant,Obama,broccoli,image,image
image_286.jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,complementary,twitter;pepe the frog;grumpy cat,man;woman;woman,text,image
image_287.jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),1,complementary,me,cat,text,image
image_288.jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,image dominant,horse,shark,image,image
image_289.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,you,Spongebob squarepants,text,image
image_29.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,text dominant,relax,recharge,text,text
image_290.jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,complementary,you,Squidward Tentacles,text,image
image_291.jpg,5(fear),3(very),2(expressive),0(non-offensive),1,complementary,teachers;reminders,man;crowd,text,image
image_292.jpg,2(love),1(slightly),4(offensive),1(slightly),1,complementary,notes,pictures,text,image
image_293.jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,you,sheep,text,image
image_294.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,me,Spongebob squarepants,text,image
image_295.jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,complementary,my mom,human skeleton,text,image
image_296.jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,complementary,a historical tangent;con law professor,laser dot;cat,text,image
image_297.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,teachers,kid,text,image
image_298.jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,teacher;me,hand;cat,text,image
image_299.jpg,6(hate),2(moderately),2(expressive),0(non-offensive),1,complementary,you,dog,text,image
image_3.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,iron,cat,complementary,complementary
image_30.jpg,1(happiness),3(very),4(offensive),3(very),1,image dominant,pig,Donald Trump,image,image
image_300.jpg,5(fear),1(slightly),4(offensive),1(slightly),1,complementary,me,cat,text,image
image_301.jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,you,dog,text,image
image_302.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,me,dog,text,image
image_303.jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,rainbow,story time,text,image
image_304.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,life,line,text,image
image_305.jpg,5(fear),1(slightly),4(offensive),1(slightly),1,complementary,utterance,track,text,image
image_306.jpg,5(fear),1(slightly),4(offensive),1(slightly),1,complementary,utterance,track,text,image
image_307.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,you,kid,text,image
image_308.jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,complementary,end of story,rainbow,text,image
image_309.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,me,man,text,image
image_31.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,car,guniea pig,complementary,image
image_310.jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,experience,mistakes,text,text
image_311.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,dark humor;people,wolf;dog,text,image
image_312.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,life,gym,text,text
image_313.jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),1,image dominant,Emoji,man,image,image
image_314.jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,text dominant,spice,humor,text,text
image_315.jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),1,text dominant,axe,kindness,complementary,text
image_316.jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,spring allergies;coronavirus;seasonal flu,Spider-Man;Spider-Man;Spider-Man,text,image
image_317.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,Wi-Fi,wrinkles,text,image
image_318.jpg,5(fear),1(slightly),2(expressive),0(non-offensive),1,complementary,you,hippo,text,image
image_319.jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),1,complementary,you,koala,text,image
image_32.jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),1,image dominant,duck,dog,image,image
image_320.jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,complementary,me;doorknob,cat;branch,text,image
image_321.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,;1,toilet paper,text,image
image_322.jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,image dominant,Donald Trump,cat,image,image
image_323.jpg,6(hate),3(very),4(offensive),3(very),1,image dominant,pumpkin,Donald Trump,image,image
image_324.jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,you,cat,text,image
image_325.jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,me;affection;love,character;drink;cup,text,image
image_326.jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,you,Spongebob squarepants,text,image
image_327.jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,complementary,me,mom,text,image
image_328.jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,me;you;love and affection,Spongebob squarepants;Squidward Tentacles;ribbon,text,image
image_329.jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,period;me,sea wave;woman,text,image
image_33.jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,image dominant,duck,banana,image,image
